wikipedia_article,location
http://en.wikipedia.org/wiki/Allerton%20Cemetery,53.358 -2.885
http://en.wikipedia.org/wiki/Allerton%20Hotel,41.8952 -87.6238
http://en.wikipedia.org/wiki/Allerton%20Mauleverer%20with%20Hopperton,54.011 -1.362
http://en.wikipedia.org/wiki/Allerton%20Priory,53.386 -2.87
http://en.wikipedia.org/wiki/Allerton%20TMD,53.357839 -2.880081
http://en.wikipedia.org/wiki/Allerton%20Tower%20Park,53.367 -2.894
http://en.wikipedia.org/wiki/Allerton%20and%20Hunts%20Cross%20%28ward%29,53.357 -2.876
http://en.wikipedia.org/wiki/Allerton%20railway%20station,53.35855 -2.89096
http://en.wikipedia.org/wiki/Allerton%2C%20Bronx,40.859329896 -73.856496574
http://en.wikipedia.org/wiki/Allerton%2C%20Illinois,39.907663036 -87.934662928
http://en.wikipedia.org/wiki/Allerton%2C%20Iowa,40.704330516 -93.366998532
http://en.wikipedia.org/wiki/Allertonshire,54.338 -1.429
http://en.wikipedia.org/wiki/Aller%C3%B8d%20Municipality,55.8666632 12.3666652
http://en.wikipedia.org/wiki/Aller%C3%B8d%20station,55.871 12.357
http://en.wikipedia.org/wiki/Alles%2C%20Asturias,43.333333 -4.7
http://en.wikipedia.org/wiki/Allesley,52.416665 -1.5499978
http://en.wikipedia.org/wiki/Allesley%20Park,52.4192 -1.5606
http://en.wikipedia.org/wiki/Allestree%20Hall,52.96256 -1.48634
http://en.wikipedia.org/wiki/Allestree%2C%20Victoria,-38.2833322 141.6499974
http://en.wikipedia.org/wiki/Alley%20Glacier,-79.9666628 158.083333
http://en.wikipedia.org/wiki/Alley%20Pond%20Park,40.75499698 -73.7416637
http://en.wikipedia.org/wiki/Alley%20Spring%2C%20Missouri,37.139832774 -91.439664908
http://en.wikipedia.org/wiki/Alley%20Spur,-82.5333312 -51.7833302
http://en.wikipedia.org/wiki/Alley%20Theatre,29.7571153049 -95.3593052294
http://en.wikipedia.org/wiki/Alley%20of%20Classics%2C%20B%C4%83l%C5%A3i,47.7666636 27.916663
http://en.wikipedia.org/wiki/Alley%20of%20Classics%2C%20Chi%C5%9Fin%C4%83u,47.0256194544 28.8274083433
http://en.wikipedia.org/wiki/Alley%20of%20Honor,40.356998572 49.81916339
http://en.wikipedia.org/wiki/Alleyn%20Court%20Prep%20School,51.55049 0.75975
http://en.wikipedia.org/wiki/Alleyn%27s%20School,51.452831522 -0.07583303
http://en.wikipedia.org/wiki/Alleyton%2C%20Texas,29.703997184 -96.485164726
http://en.wikipedia.org/wiki/Allgood%2C%20Alabama,33.90249639 -86.509831294
http://en.wikipedia.org/wiki/Allg%C3%A4u,47.749997 10.166666
http://en.wikipedia.org/wiki/Allhallows%20College,50.726 -2.937
http://en.wikipedia.org/wiki/Allhallows%2C%20Cumbria,54.772 -3.261
http://en.wikipedia.org/wiki/Allhallows-on-Sea%20railway%20station,51.47234 0.65417
http://en.wikipedia.org/wiki/Allhelgonakyrkan,55.705747177 13.189832574
http://en.wikipedia.org/wiki/Alliance%20%28Amtrak%20station%29,40.9213 -81.093
http://en.wikipedia.org/wiki/Alliance%20Air%20Flight%207412,25.606497574 85.138999444
http://en.wikipedia.org/wiki/Alliance%20Atlantis,43.668575659 -79.3846517947
http://en.wikipedia.org/wiki/Alliance%20Bank%20Stadium,43.0741130369 -76.1592143631
http://en.wikipedia.org/wiki/Alliance%20Center,33.825 -84.352
http://en.wikipedia.org/wiki/Alliance%20Charter%20Academy,45.352304 -122.598367
http://en.wikipedia.org/wiki/Alliance%20College%20of%20Australia,-35.3500185999 149.053753118
http://en.wikipedia.org/wiki/Alliance%20High%20School%20%28Portland%2C%20Oregon%29,45.558554 -122.622
http://en.wikipedia.org/wiki/Alliance%20Municipal%20Airport,42.051999792 -102.802330124
http://en.wikipedia.org/wiki/Alliance%20Theatre,33.7866368534 -84.3842801295
http://en.wikipedia.org/wiki/Alliance%20for%20College-Ready%20Public%20Schools,34.041166502 -118.257165638
http://en.wikipedia.org/wiki/Alliance%20for%20the%20Future%20of%20Austria,46.5760976956 14.2763155614
http://en.wikipedia.org/wiki/Alliance%2C%20California,40.886329788 -124.085999656
http://en.wikipedia.org/wiki/Alliance%2C%20Indiana,40.0333332 -85.6499974
http://en.wikipedia.org/wiki/Alliance%2C%20Nebraska,42.10083293 -102.868829858
http://en.wikipedia.org/wiki/Alliance%2C%20North%20Carolina,35.13916611 -76.80916343
http://en.wikipedia.org/wiki/Alliance%2C%20Ohio,40.913358 -81.108094
http://en.wikipedia.org/wiki/Alliance%2C%20Suriname,5.8999964 -54.8999964
http://en.wikipedia.org/wiki/Allianshallen,58.3416653 11.93916291
http://en.wikipedia.org/wiki/Alliant%20Energy%20Center,43.043952 -89.38071
http://en.wikipedia.org/wiki/Alliant%20Energy%20Field,41.849265 -90.185394
http://en.wikipedia.org/wiki/Allianz,48.152666056 11.58666432
http://en.wikipedia.org/wiki/Allianz%20Arena,48.2179307949 11.6215158473
http://en.wikipedia.org/wiki/Allie%20P.%20Reynolds%20Stadium,36.128515 -97.06414
http://en.wikipedia.org/wiki/Allied%20Breweries,52.5 -1.882
http://en.wikipedia.org/wiki/Allied%20Command%20Transformation,50.492998028 3.983662732
http://en.wikipedia.org/wiki/Allied%20Gardens%2C%20San%20Diego,32.801615 -117.07058
http://en.wikipedia.org/wiki/Allied%20Museum,52.453498186 13.270165586
http://en.wikipedia.org/wiki/Allier%20%28river%29,46.955662844 3.073999704
http://en.wikipedia.org/wiki/Alliford%20Bay%20Water%20Aerodrome,53.208999164 -131.987996048
http://en.wikipedia.org/wiki/Alliford%20Bay%2C%20British%20Columbia,53.2 -131.983333
http://en.wikipedia.org/wiki/Alligator%20Alley,26.17516 -80.9967
http://en.wikipedia.org/wiki/Alligator%20Eyes,-81.6333308 160.916663
http://en.wikipedia.org/wiki/Alligator%20Hole%20River,17.8499966 -77.3999984
http://en.wikipedia.org/wiki/Alligator%20Island,63.44 -68.01
http://en.wikipedia.org/wiki/Alligator%20Lake%20%28Osceola%20County%2C%20Florida%29,28.207999168 -81.205499178
http://en.wikipedia.org/wiki/Alligator%20Lake%20%28Yukon%29,60.37583183 -135.35166526
http://en.wikipedia.org/wiki/Alligator%20Lake%20volcanic%20complex,60.416665 -135.416665
http://en.wikipedia.org/wiki/Alligator%20Peak,-78.4666648 158.749997
http://en.wikipedia.org/wiki/Alligator%20Point%2C%20Florida,30.025111 -84.382467
http://en.wikipedia.org/wiki/Alligator%20Reef,24.8416633 -80.618497526
http://en.wikipedia.org/wiki/Alligator%20Reef%20Light,24.850996596 -80.617664196
http://en.wikipedia.org/wiki/Alligator%20Ridge,-78.4499982 158.7999968
http://en.wikipedia.org/wiki/Alligator%20River%20%28North%20Carolina%29,35.966996132 -75.975662764
http://en.wikipedia.org/wiki/Alligator%20River%20National%20Wildlife%20Refuge,35.7833302 -75.8499966
http://en.wikipedia.org/wiki/Alligator%2C%20Mississippi,34.086499654 -90.718997124
http://en.wikipedia.org/wiki/Allihies,51.6333308 -10.0333332
http://en.wikipedia.org/wiki/Allika%2C%20Kernu%20Parish,59.183665932 24.472831442
http://en.wikipedia.org/wiki/Allikj%C3%A4rve,59.0499998 25.7166638
http://en.wikipedia.org/wiki/Alliklepa,59.2833322 23.7833302
http://en.wikipedia.org/wiki/Allikmaa,58.9666628 23.8666632
http://en.wikipedia.org/wiki/Allikotsa,58.7666636 23.916663
http://en.wikipedia.org/wiki/Allin%20Township%2C%20McLean%20County%2C%20Illinois,40.43666492 -89.205165846
http://en.wikipedia.org/wiki/Allingawier,53.041833166 5.44083157
http://en.wikipedia.org/wiki/Allinge-Gudhjem%20Municipality,55.271165582 14.793163494
http://en.wikipedia.org/wiki/Allinge-Sandvig,55.27333224 14.80083013
http://en.wikipedia.org/wiki/Allington%20Castle,51.2934 0.5113
http://en.wikipedia.org/wiki/Allington%2C%20Lincolnshire,52.9499962 -0.7333304
http://en.wikipedia.org/wiki/Allirahu,58.2929771614 22.9684977927
http://en.wikipedia.org/wiki/Allison%20Bay,-67.499998 61.2833322
http://en.wikipedia.org/wiki/Allison%20Bay%20219,58.775 -111.027
http://en.wikipedia.org/wiki/Allison%20Gap%2C%20Virginia,36.889829774 -81.772663576
http://en.wikipedia.org/wiki/Allison%20Glacier,-53.0666664 73.3999984
http://en.wikipedia.org/wiki/Allison%20Harbour,51.0499998 -127.499998
http://en.wikipedia.org/wiki/Allison%20Island,25.845977 -80.123806
http://en.wikipedia.org/wiki/Allison%20Islands,-66.3499986 110.4833314
http://en.wikipedia.org/wiki/Allison%20Lake%20Provincial%20Park,49.6833306 -120.5999976
http://en.wikipedia.org/wiki/Allison%20Pass,49.1166662 -120.8666632
http://en.wikipedia.org/wiki/Allison%20Peninsula,-73.166666 -85.83333
http://en.wikipedia.org/wiki/Allison%20Ranger%20Station,43.9197 -119.5912
http://en.wikipedia.org/wiki/Allison%20Township%2C%20Clinton%20County%2C%20Pennsylvania,41.1166662 -77.459831494
http://en.wikipedia.org/wiki/Allison%20Transmission,39.7262254284 -86.2060358425
http://en.wikipedia.org/wiki/Allison%2C%20Colorado,37.021333248 -107.486164722
http://en.wikipedia.org/wiki/Allison%2C%20Iowa,42.751996992 -92.790163506
http://en.wikipedia.org/wiki/Allison%2C%20New%20Brunswick,46.0580497678 -64.9077797022
http://en.wikipedia.org/wiki/Allison%2C%20Oklahoma,33.89082977 -96.369665188
http://en.wikipedia.org/wiki/Allison%2C%20Texas,35.6058803 -100.1006736
http://en.wikipedia.org/wiki/Allisonia%2C%20Virginia,36.936829586 -80.73499706
http://en.wikipedia.org/wiki/Alliston%20Airport,44.1833326 -79.83333
http://en.wikipedia.org/wiki/Alliston%2C%20Ontario,44.1499 -79.8632
http://en.wikipedia.org/wiki/Allman%20Bay,79.5 -73.82
http://en.wikipedia.org/wiki/Allman%2C%20Indiana,39.616997532 -86.425331632
http://en.wikipedia.org/wiki/Allmannberget,62.568164394 9.704830514
http://en.wikipedia.org/wiki/Allmend%20railway%20station,46.556497774 7.925996296
http://en.wikipedia.org/wiki/Allmendhubelbahn,46.5607 7.8928
http://en.wikipedia.org/wiki/Allmenrod,50.6333308 9.33833198
http://en.wikipedia.org/wiki/Allm%C3%A4nna%20BB,59.342165298 18.074499702
http://en.wikipedia.org/wiki/Allner%20See,50.77416357 7.28833218
http://en.wikipedia.org/wiki/Allo,42.5672972322 -2.01925834333
http://en.wikipedia.org/wiki/Allo%20Mahar,32.3999984 74.416665
http://en.wikipedia.org/wiki/Alloa%20Academy,56.108523 -3.794682
http://en.wikipedia.org/wiki/Alloa%20Inch,56.103499586 -3.808663432
http://en.wikipedia.org/wiki/Alloa%20Swing%20Bridge,56.101166262 -3.825496698
http://en.wikipedia.org/wiki/Alloa%20Tower,56.120166186 -3.807330104
http://en.wikipedia.org/wiki/Allon%20Road,32.0333731998 35.3426436294
http://en.wikipedia.org/wiki/Allondon,46.166666 6.0166666
http://en.wikipedia.org/wiki/Allora%2C%20Queensland,-28.0333332 151.9833294
http://en.wikipedia.org/wiki/Allostock,53.2333324 -2.3833318
http://en.wikipedia.org/wiki/Allouez%20Township%2C%20Michigan,47.285665524 -88.405665044
http://en.wikipedia.org/wiki/Allouez%2C%20Wisconsin,44.47083145 -88.02166658
http://en.wikipedia.org/wiki/Allouis%20longwave%20transmitter,47.168415993 2.202749189
http://en.wikipedia.org/wiki/Alloway%20Creek,39.5001 -75.5265
http://en.wikipedia.org/wiki/Alloway%20Kirk,55.42786 -4.63762
http://en.wikipedia.org/wiki/Alloway%20Township%20School%20District,39.558846 -75.363991
http://en.wikipedia.org/wiki/Alloway%20Township%2C%20New%20Jersey,39.562221 -75.355146
http://en.wikipedia.org/wiki/Alloway%20railway%20station%2C%20Queensland,-24.9414729008 152.367661863
http://en.wikipedia.org/wiki/Alloway%2C%20New%20Jersey,39.557331104 -75.353165254
http://en.wikipedia.org/wiki/Alloza,40.9666628 -0.5166646
http://en.wikipedia.org/wiki/Allport%2C%20Arkansas,34.536997852 -91.784330196
http://en.wikipedia.org/wiki/Allports%20Island,-41.2333324 174.0666664
http://en.wikipedia.org/wiki/Allsboro%2C%20Alabama,34.689830574 -88.106166242
http://en.wikipedia.org/wiki/Allstate%20Arena,42.003166654 -87.885996456
http://en.wikipedia.org/wiki/Allstate%20Parkway%20%28VIVA%29,43.84249663 -79.358498566
http://en.wikipedia.org/wiki/Allstedt-Kaltenborn,51.3999984 11.3833318
http://en.wikipedia.org/wiki/Allston,42.3529 -71.1321
http://en.wikipedia.org/wiki/Allston%20Street%20%28MBTA%20station%29,42.3424552968 -71.1359127897
http://en.wikipedia.org/wiki/Allt%20Graad,57.666664 -4.368665192
http://en.wikipedia.org/wiki/Allt%20Lwyd,51.8611 -3.339
http://en.wikipedia.org/wiki/Allt%20y%20Benglog%20National%20Nature%20Reserve,52.79083017 -3.76833026
http://en.wikipedia.org/wiki/Allt%20yr%20Esgair,51.9111 -3.272
http://en.wikipedia.org/wiki/Allt-fawr,53.00762 -3.96726
http://en.wikipedia.org/wiki/Allt-yr-yn,51.59 -3.02
http://en.wikipedia.org/wiki/Alltami,53.1822 -3.0983
http://en.wikipedia.org/wiki/Alltddu%20Halt%20railway%20station,52.25751 -3.90323
http://en.wikipedia.org/wiki/Alltwen%20Primary%20School,51.709830494 -3.840663304
http://en.wikipedia.org/wiki/Allueva,40.9833294 -1.0333332
http://en.wikipedia.org/wiki/Alluitsup%20Paa%20Heliport,60.458664832 -45.57333104
http://en.wikipedia.org/wiki/Alluitz,43.1694843221 -2.63670745316
http://en.wikipedia.org/wiki/Allumette%20Lake,45.86667 -77.16667
http://en.wikipedia.org/wiki/Allur,14.6833306 80.0499998
http://en.wikipedia.org/wiki/Allure%20Las%20Vegas,36.139832774 -115.155499378
http://en.wikipedia.org/wiki/Alluru,15.4666648 80.1333328
http://en.wikipedia.org/wiki/Alluttoq%20Island,69.73833038 -51.1333328
http://en.wikipedia.org/wiki/Alluwali,32.359498562 71.40083173
http://en.wikipedia.org/wiki/Alluwe%2C%20Oklahoma,36.606164242 -95.485664724
http://en.wikipedia.org/wiki/Allworth%2C%20New%20South%20Wales,-32.5499978 151.9499962
http://en.wikipedia.org/wiki/Allwyn%20Colony,17.4833314 78.416665
http://en.wikipedia.org/wiki/Allykend%2C%20Kalbajar,40.1333328 46.0333332
http://en.wikipedia.org/wiki/Allyn%20River,-32.361915219 151.532127871
http://en.wikipedia.org/wiki/Allyn%20and%20Betty%20Taylor%20Library,43.0111 -81.2734
http://en.wikipedia.org/wiki/Allyn%27s%20Point,41.436 -71.087
http://en.wikipedia.org/wiki/Allyn%2C%20Washington,47.386 -122.826
http://en.wikipedia.org/wiki/Allyn-Grapeview%2C%20Washington,47.358998564 -122.834829994
http://en.wikipedia.org/wiki/All%C3%ADn,42.7086 -2.07674
http://en.wikipedia.org/wiki/Alma%20%28Rivi%C3%A8re%20La%20Grande%20D%C3%A9charge%29%20Water%20Aerodrome,48.557997768 -71.609497562
http://en.wikipedia.org/wiki/Alma%20%28town%29%2C%20Buffalo%20County%2C%20Wisconsin,44.38 -91.84
http://en.wikipedia.org/wiki/Alma%20A.%20E.%20Holmes%20%28ship%29,42.434331596 -70.742330364
http://en.wikipedia.org/wiki/Alma%20Airport,48.505164646 -71.638164114
http://en.wikipedia.org/wiki/Alma%20Center%2C%20Wisconsin,44.438046 -90.91189
http://en.wikipedia.org/wiki/Alma%20College%20%28St.%20Thomas%29,42.773315 -81.190869
http://en.wikipedia.org/wiki/Alma%20Heights%20Christian%20Academy,37.58619 -122.49282
http://en.wikipedia.org/wiki/Alma%20Heights%20Christian%20High%20School,37.58619 -122.49282
http://en.wikipedia.org/wiki/Alma%20Junction%2C%20Colorado,39.267165598 -106.040499838
http://en.wikipedia.org/wiki/Alma%20Lake%2C%20Indiana,39.60499758 -87.01833326
http://en.wikipedia.org/wiki/Alma%20Mater%20%28Illinois%20sculpture%29,40.1099 -88.2284
http://en.wikipedia.org/wiki/Alma%20Mater%20%28New%20York%20sculpture%29,40.8046801146 -73.9572795042
http://en.wikipedia.org/wiki/Alma%20Park%20Zoo,-27.2227074425 152.976262762
http://en.wikipedia.org/wiki/Alma%20Park%2C%20New%20South%20Wales,-35.602997588 146.787330184
http://en.wikipedia.org/wiki/Alma%20Park%2C%20St%20Kilda%20East,-37.8601 144.9945
http://en.wikipedia.org/wiki/Alma%20River%20%28Ukraine%29,44.84082997 33.589664308
http://en.wikipedia.org/wiki/Alma%20River%2C%20New%20Zealand,-42.1333328 173.0499998
http://en.wikipedia.org/wiki/Alma%20de%20Cuba,53.401999 -2.978998
http://en.wikipedia.org/wiki/Alma%20gol%20lake,37.3499986 54.576497694
http://en.wikipedia.org/wiki/Alma%20metro%20station,50.859663228 4.451498194
http://en.wikipedia.org/wiki/Alma%20%E2%80%93%20Marceau%20%28Paris%20M%C3%A9tro%29,48.864904 2.300234
http://en.wikipedia.org/wiki/Alma%2C%20Alabama,31.464 -87.753
http://en.wikipedia.org/wiki/Alma%2C%20Arkansas,35.486164722 -94.21916579
http://en.wikipedia.org/wiki/Alma%2C%20Colorado,39.284116 -106.063322
http://en.wikipedia.org/wiki/Alma%2C%20Georgia,31.53833118 -82.4666648
http://en.wikipedia.org/wiki/Alma%2C%20Greece,41.2166658 24.8666632
http://en.wikipedia.org/wiki/Alma%2C%20Illinois,38.719663788 -88.907163038
http://en.wikipedia.org/wiki/Alma%2C%20Kansas,39.009333296 -96.286832186
http://en.wikipedia.org/wiki/Alma%2C%20Limpopo,-24.4833314 28.0666664
http://en.wikipedia.org/wiki/Alma%2C%20Michigan,43.373998504 -84.65583071
http://en.wikipedia.org/wiki/Alma%2C%20Missouri,39.09083297 -93.540997836
http://en.wikipedia.org/wiki/Alma%2C%20Nebraska,40.100499598 -99.35749857
http://en.wikipedia.org/wiki/Alma%2C%20New%20Brunswick,45.601164262 -64.939329576
http://en.wikipedia.org/wiki/Alma%2C%20New%20Mexico,33.374331836 -108.901996392
http://en.wikipedia.org/wiki/Alma%2C%20Nova%20Scotia,45.57249771 -62.758663632
http://en.wikipedia.org/wiki/Alma%2C%20Prince%20Edward%20Island,46.861 -64.109
http://en.wikipedia.org/wiki/Alma%2C%20Sibiu,46.2166658 24.4833314
http://en.wikipedia.org/wiki/Alma%2C%20Texas,32.28499886 -96.540497838
http://en.wikipedia.org/wiki/Alma%2C%20Victoria,-37.022999908 143.67333064
http://en.wikipedia.org/wiki/Alma%2C%20Virginia,38.587997648 -78.554497782
http://en.wikipedia.org/wiki/Alma%2C%20Wisconsin,44.337331984 -91.921162982
http://en.wikipedia.org/wiki/Almacelles,41.726163762 0.43749825
http://en.wikipedia.org/wiki/Almada%20%28parish%29,38.68 -9.158
http://en.wikipedia.org/wiki/Almaden%20Air%20Force%20Station,37.1605 -121.89755
http://en.wikipedia.org/wiki/Almaden%20Country%20School%20%28San%20Jose%2C%20California%29,37.219481 -121.851838
http://en.wikipedia.org/wiki/Almaden%20Valley%2C%20San%20Jose%2C%20California,37.2214 -121.8622
http://en.wikipedia.org/wiki/Almadina%2C%20Bahia,-14.6999972 -39.6333308
http://en.wikipedia.org/wiki/Almadrones,40.901329728 -2.76999692
http://en.wikipedia.org/wiki/Almad%C3%A9n%20de%20la%20Plata,37.8666632 -6.0666664
http://en.wikipedia.org/wiki/Almafuerte%20%28Misiones%29,-27.504831314 -55.402165058
http://en.wikipedia.org/wiki/Almagellhorn,46.0854496582 7.9900460398
http://en.wikipedia.org/wiki/Almagro%2C%20Buenos%20Aires,-34.5999976 -58.416665
http://en.wikipedia.org/wiki/Almagro%2C%20Samar,11.916663 124.2833322
http://en.wikipedia.org/wiki/Almaguer%2C%20Cauca,1.916663 -76.8666632
http://en.wikipedia.org/wiki/Almaguin%20Highlands,45.947 -79.722
http://en.wikipedia.org/wiki/Almajano,41.8499966 -2.333332
http://en.wikipedia.org/wiki/Almaliq%2C%20China,44.236832386 80.535497858
http://en.wikipedia.org/wiki/Almaluez,41.2666656 -2.2666656
http://en.wikipedia.org/wiki/Almaly%2C%20Azerbaijan,40.409831694 45.86916319
http://en.wikipedia.org/wiki/Almal%C4%B1%2C%20Dashkasan,40.417664996 46.18666592
http://en.wikipedia.org/wiki/Almal%C4%B1q,40.089666308 46.238665712
http://en.wikipedia.org/wiki/Almal%C4%B1tala,40.659497362 45.676497294
http://en.wikipedia.org/wiki/Almancil,37.083333 -8.0333332
http://en.wikipedia.org/wiki/Almannaskar%C3%B0sg%C3%B6ng,64.276165562 -15.036833186
http://en.wikipedia.org/wiki/Almanor%2C%20California,40.216832466 -121.172999308
http://en.wikipedia.org/wiki/Almanza,42.655330712 -5.034833194
http://en.wikipedia.org/wiki/Almanzora%20%28river%29,37.2387 -1.77687
http://en.wikipedia.org/wiki/Almar%20District,35.8464 64.5333
http://en.wikipedia.org/wiki/Almarest%C3%A4ket,59.467664796 17.77583023
http://en.wikipedia.org/wiki/Almargen,37.0 -5.0166666
http://en.wikipedia.org/wiki/Almartha%2C%20Missouri,36.758496966 -92.516997932
http://en.wikipedia.org/wiki/Almarza,41.9499962 -2.4666648
http://en.wikipedia.org/wiki/Almas%20Temple,38.90294 -77.03051
http://en.wikipedia.org/wiki/Almas%20Tower,25.0680413945 55.1380561144
http://en.wikipedia.org/wiki/Almas%2C%20Tocantins,-11.570997716 -47.168665992
http://en.wikipedia.org/wiki/Almaty%20Central%20Stadium,43.2363307213 76.9212729816
http://en.wikipedia.org/wiki/Almaty%20International%20Airport,43.351165262 77.037666516
http://en.wikipedia.org/wiki/Almaty%20Tower,43.223999104 76.972329444
http://en.wikipedia.org/wiki/Almaty%20Zoo,48.9499962 66.2333324
http://en.wikipedia.org/wiki/Almazna,48.5166646 38.583331
http://en.wikipedia.org/wiki/Almaz%C3%A1n,41.4833314 -2.5333312
http://en.wikipedia.org/wiki/Alma%C5%9F,46.283 22.233
http://en.wikipedia.org/wiki/Alma%C5%9Fu,46.9499962 23.1333328
http://en.wikipedia.org/wiki/Alma%C5%9Fu%20Mare,47.317 22.533
http://en.wikipedia.org/wiki/Almberg,48.887163118 13.639664108
http://en.wikipedia.org/wiki/Alme%20%28river%29,51.74249703 8.70416385
http://en.wikipedia.org/wiki/Almeda%20%28Barcelona%20Metro%29,41.351831926 2.084499662
http://en.wikipedia.org/wiki/Almeda%20Mall,29.704497182 -95.50916463
http://en.wikipedia.org/wiki/Almeda%2C%20Houston,29.604122 -95.4171624
http://en.wikipedia.org/wiki/Almedalen,57.637664116 18.287832182
http://en.wikipedia.org/wiki/Almedia%2C%20Pennsylvania,41.009333296 -76.38416513
http://en.wikipedia.org/wiki/Almedina,38.6166642 -2.9499962
http://en.wikipedia.org/wiki/Almedinilla,37.4333316 -4.083333
http://en.wikipedia.org/wiki/Almed%C3%ADjar,39.8666632 -0.3999984
http://en.wikipedia.org/wiki/Almeg%C3%ADjar,36.8999964 -3.2999988
http://en.wikipedia.org/wiki/Almeida%20Garrett%20Library,41.142166098 -8.622830842
http://en.wikipedia.org/wiki/Almeida%20de%20Sayago,41.2675 -6.07506
http://en.wikipedia.org/wiki/Almeida%2C%20Boyac%C3%A1,4.9666628 -73.3833318
http://en.wikipedia.org/wiki/Almeid%C3%A3o,-7.167165998 -34.870329852
http://en.wikipedia.org/wiki/Almelo,52.3499986 6.666664
http://en.wikipedia.org/wiki/Almelund%2C%20Minnesota,45.488164714 -92.7844985287
http://en.wikipedia.org/wiki/Almen,52.15499938 6.2999988
http://en.wikipedia.org/wiki/Almena%2C%20Kansas,39.88832978 -99.705330512
http://en.wikipedia.org/wiki/Almena%2C%20Wisconsin,45.409665028 -92.035166526
http://en.wikipedia.org/wiki/Almenar%20de%20Soria,41.6833306 -2.1999992
http://en.wikipedia.org/wiki/Almenara%20de%20Adaja,41.2166658 -4.666664
http://en.wikipedia.org/wiki/Almenara%20de%20Tormes,41.0666664 -5.8166634
http://en.wikipedia.org/wiki/Almenara%2C%20Minas%20Gerais,-16.1833326 -40.6999972
http://en.wikipedia.org/wiki/Almendares%20River,23.1344444544 -82.4094444544
http://en.wikipedia.org/wiki/Almendra%20Dam,41.266832266 -6.304665448
http://en.wikipedia.org/wiki/Almendra%2C%20Salamanca,41.23 -6.341
http://en.wikipedia.org/wiki/Almendral,38.6166642 -6.8166634
http://en.wikipedia.org/wiki/Almendral%20de%20la%20Ca%C3%B1ada,40.1833326 -4.7333304
http://en.wikipedia.org/wiki/Almendralejo,38.6833306 -6.3999984
http://en.wikipedia.org/wiki/Almendres%20Cromlech,38.554664448 -8.056833106
http://en.wikipedia.org/wiki/Almendros,39.9333296 -2.8833298
http://en.wikipedia.org/wiki/Almensilla,37.3166654 -6.1166662
http://en.wikipedia.org/wiki/Almenum,53.1833326 5.4333316
http://en.wikipedia.org/wiki/Almere%20Buiten,52.395 5.276
http://en.wikipedia.org/wiki/Almere%20Haven,52.336998652 5.218832458
http://en.wikipedia.org/wiki/Almere%20Stad,52.372665176 5.209665828
http://en.wikipedia.org/wiki/Almeria%2C%20Biliran,11.6166642 124.3833318
http://en.wikipedia.org/wiki/Almeria%2C%20Nebraska,41.8258371 -99.5220576
http://en.wikipedia.org/wiki/Almer%C3%ADa%20Airport,36.839663308 -2.368665192
http://en.wikipedia.org/wiki/Almino%20Afonso,-6.1499994 -37.7666636
http://en.wikipedia.org/wiki/Almira%2C%20Washington,47.710419 -118.941762
http://en.wikipedia.org/wiki/Almirantazgo%20Fjord,-54.3166654 -69.499998
http://en.wikipedia.org/wiki/Almirante%20Brown%20Antarctic%20Base,-64.8499966 -62.8999964
http://en.wikipedia.org/wiki/Almirante%20Brown%20Department,-26.5166646 -61.166666
http://en.wikipedia.org/wiki/Almirante%20Brown%20Partido,-34.7833302 -58.3999984
http://en.wikipedia.org/wiki/Almirante%20Marcos%20A.%20Zar%20Airport,-43.2058658432 -65.2836155322
http://en.wikipedia.org/wiki/Almirante%20Padilla%20Airport,11.522331244 -72.922162978
http://en.wikipedia.org/wiki/Almirante%20Tamandar%C3%A9,-25.325 -49.31
http://en.wikipedia.org/wiki/Almirida,35.4427798955 24.2004525315
http://en.wikipedia.org/wiki/Almkerk,51.7666636 4.9666628
http://en.wikipedia.org/wiki/Almn%C3%A4s%20Castle,58.241999032 14.258832298
http://en.wikipedia.org/wiki/Almo%2C%20Idaho,42.100166266 -113.633497466
http://en.wikipedia.org/wiki/Almoayyed%20Tower,26.234832394 50.538497846
http://en.wikipedia.org/wiki/Almochuel,41.2833322 -0.5499978
http://en.wikipedia.org/wiki/Almod%C3%B3var%20del%20Campo,38.7166638 -4.166666
http://en.wikipedia.org/wiki/Almod%C3%B3var%20del%20Pinar,39.7166638 -1.8833298
http://en.wikipedia.org/wiki/Almod%C3%B3var%20del%20R%C3%ADo,37.7999968 -5.0166666
http://en.wikipedia.org/wiki/Almog,31.7871485181 35.4566581734
http://en.wikipedia.org/wiki/Almoguera,40.292665496 -2.975329432
http://en.wikipedia.org/wiki/Almog%C3%ADa,36.7999968 -4.5499978
http://en.wikipedia.org/wiki/Almohaja,40.5999976 -1.4333316
http://en.wikipedia.org/wiki/Almohar%C3%ADn,39.166666 -6.0333332
http://en.wikipedia.org/wiki/Almolonga,14.8 -91.52
http://en.wikipedia.org/wiki/Almolonga%2C%20Quetzaltenango,14.807330104 -91.48999804
http://en.wikipedia.org/wiki/Almoloya%20de%20Ju%C3%A1rez,19.3666652 -99.7666636
http://en.wikipedia.org/wiki/Almon%2C%20Wisconsin,44.903829718 -88.98832938
http://en.wikipedia.org/wiki/Almonacid%20de%20Toledo,39.7333304 -3.8666632
http://en.wikipedia.org/wiki/Almonacid%20de%20Zorita,40.323998704 -2.842329964
http://en.wikipedia.org/wiki/Almonacid%20de%20la%20Cuba,41.2833322 -0.7833302
